ID,objects,rate
11,BlueSpin_VPCC_r03_d200,3
11,CasualSquat_GPCC_TRISOUP_r03_d200,4
11,CasualSquat_VPCC_r05_d200,4
11,ReadyForWinter_VPCC_r01_d200,2
11,FlowerDance_VPCC_r02_d200,3
11,CasualSquat_GPCC_TRISOUP_r01_d200,2
11,CasualSquat_VPCC_raw_d200,4
11,BlueSpin_GPCC_TRISOUP_r03_d200,3
11,FlowerDance_GPCC_TRISOUP_r03_d200,4
11,BlueSpin_GPCC_OCTREE_r04_d200,1
11,CasualSquat_GPCC_OCTREE_r04_d200,2
11,ReadyForWinter_GPCC_OCTREE_r04_d200,1
11,FlowerDance_VPCC_raw_d200,5
11,BlueSpin_GPCC_TRISOUP_r01_d200,2
11,FlowerDance_GPCC_TRISOUP_r01_d200,2
11,CasualSquat_VPCC_r02_d200,3
11,FlowerDance_VPCC_r01_d200,2
11,FlowerDance_VPCC_r05_d200,3
11,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
11,CasualSquat_VPCC_r03_d200,4
11,CasualSquat_GPCC_TRISOUP_r02_d200,3
11,BlueSpin_VPCC_r04_d200,3
11,FlowerDance_GPCC_OCTREE_r04_d200,1
11,FlowerDance_VPCC_r04_d200,4
11,BlueSpin_VPCC_raw_d200,4
11,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
11,BlueSpin_VPCC_r01_d200,1
11,ReadyForWinter_VPCC_r03_d200,3
11,BlueSpin_GPCC_TRISOUP_r02_d200,3
11,ReadyForWinter_GPCC_TRISOUP_r02_d200,2
11,FlowerDance_GPCC_TRISOUP_r04_d200,5
11,CasualSquat_GPCC_OCTREE_r03_d200,1
11,BlueSpin_GPCC_OCTREE_r03_d200,1
11,BlueSpin_GPCC_OCTREE_r05_d200,2
11,ReadyForWinter_VPCC_r05_d200,3
11,CasualSquat_VPCC_r01_d200,3
12,BlueSpin_GPCC_TRISOUP_r01_d200,2
12,FlowerDance_GPCC_TRISOUP_r01_d200,1
12,CasualSquat_VPCC_raw_d200,4
12,CasualSquat_GPCC_TRISOUP_r03_d200,3
12,FlowerDance_VPCC_r04_d200,3
12,FlowerDance_VPCC_r01_d200,1
12,FlowerDance_GPCC_TRISOUP_r03_d200,4
12,BlueSpin_GPCC_OCTREE_r05_d200,4
12,ReadyForWinter_VPCC_r05_d200,4
12,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
12,CasualSquat_VPCC_r03_d200,3
12,CasualSquat_GPCC_TRISOUP_r02_d200,2
12,FlowerDance_VPCC_r03_d200,3
12,BlueSpin_GPCC_OCTREE_r04_d200,2
12,ReadyForWinter_GPCC_TRISOUP_r04_d200,4
12,CasualSquat_VPCC_r04_d200,3
12,ReadyForWinter_VPCC_raw_d200,5
12,FlowerDance_VPCC_raw_d200,4
12,BlueSpin_VPCC_r01_d200,1
12,CasualSquat_GPCC_OCTREE_r05_d200,3
12,CasualSquat_GPCC_OCTREE_r03_d200,1
12,BlueSpin_GPCC_OCTREE_r03_d200,2
12,BlueSpin_VPCC_r04_d200,4
12,CasualSquat_GPCC_TRISOUP_r01_d200,2
12,ReadyForWinter_GPCC_OCTREE_r05_d200,4
12,FlowerDance_GPCC_OCTREE_r03_d200,1
12,FlowerDance_VPCC_r02_d200,3
12,BlueSpin_GPCC_TRISOUP_r04_d200,4
12,FlowerDance_GPCC_OCTREE_r04_d200,3
12,FlowerDance_GPCC_TRISOUP_r04_d200,4
12,ReadyForWinter_GPCC_TRISOUP_r02_d200,4
12,CasualSquat_VPCC_r05_d200,4
12,CasualSquat_GPCC_OCTREE_r04_d200,2
12,BlueSpin_VPCC_raw_d200,5
12,ReadyForWinter_GPCC_OCTREE_r04_d200,3
12,ReadyForWinter_GPCC_OCTREE_r03_d200,1
12,BlueSpin_GPCC_TRISOUP_r03_d200,4
12,BlueSpin_VPCC_r05_d200,3
12,FlowerDance_VPCC_r05_d200,4
12,CasualSquat_GPCC_TRISOUP_r04_d200,4
12,CasualSquat_VPCC_r02_d200,3
12,BlueSpin_GPCC_TRISOUP_r02_d200,3
12,ReadyForWinter_VPCC_r01_d200,2
12,BlueSpin_VPCC_r03_d200,4
12,FlowerDance_GPCC_OCTREE_r05_d200,4
12,ReadyForWinter_VPCC_r03_d200,3
12,CasualSquat_VPCC_r01_d200,2
12,ReadyForWinter_GPCC_TRISOUP_r01_d200,2
12,FlowerDance_GPCC_TRISOUP_r02_d200,3
12,ReadyForWinter_VPCC_r04_d200,4
12,BlueSpin_VPCC_r02_d200,3
12,ReadyForWinter_VPCC_r02_d200,3
13,ReadyForWinter_GPCC_OCTREE_r05_d200,2
13,BlueSpin_GPCC_TRISOUP_r02_d200,1
13,ReadyForWinter_VPCC_r01_d200,1
13,CasualSquat_GPCC_OCTREE_r04_d200,2
13,ReadyForWinter_VPCC_r03_d200,2
13,FlowerDance_GPCC_OCTREE_r04_d200,2
13,ReadyForWinter_VPCC_r04_d200,3
13,ReadyForWinter_VPCC_r02_d200,2
13,FlowerDance_GPCC_OCTREE_r03_d200,1
13,CasualSquat_VPCC_r01_d200,3
13,FlowerDance_GPCC_TRISOUP_r02_d200,3
13,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
13,CasualSquat_GPCC_OCTREE_r05_d200,3
13,ReadyForWinter_VPCC_raw_d200,4
13,ReadyForWinter_VPCC_r05_d200,3
13,BlueSpin_VPCC_r02_d200,2
13,ReadyForWinter_GPCC_TRISOUP_r04_d200,2
13,FlowerDance_VPCC_r01_d200,2
13,ReadyForWinter_GPCC_OCTREE_r04_d200,2
13,BlueSpin_VPCC_r04_d200,3
13,CasualSquat_GPCC_TRISOUP_r04_d200,3
13,FlowerDance_VPCC_r02_d200,1
13,CasualSquat_GPCC_TRISOUP_r02_d200,2
13,CasualSquat_VPCC_r03_d200,2
13,BlueSpin_GPCC_TRISOUP_r04_d200,4
13,FlowerDance_GPCC_TRISOUP_r01_d200,1
13,CasualSquat_VPCC_r02_d200,2
13,CasualSquat_GPCC_TRISOUP_r01_d200,1
13,BlueSpin_GPCC_OCTREE_r05_d200,3
13,FlowerDance_GPCC_TRISOUP_r03_d200,3
13,BlueSpin_GPCC_OCTREE_r03_d200,1
13,BlueSpin_GPCC_OCTREE_r04_d200,1
13,FlowerDance_VPCC_r05_d200,3
13,FlowerDance_VPCC_raw_d200,4
13,CasualSquat_GPCC_OCTREE_r03_d200,1
13,BlueSpin_GPCC_TRISOUP_r01_d200,1
13,BlueSpin_VPCC_r05_d200,3
13,BlueSpin_GPCC_TRISOUP_r03_d200,2
13,BlueSpin_VPCC_r01_d200,1
13,ReadyForWinter_GPCC_OCTREE_r03_d200,2
13,CasualSquat_GPCC_TRISOUP_r03_d200,3
13,BlueSpin_VPCC_r03_d200,2
13,ReadyForWinter_GPCC_TRISOUP_r02_d200,1
13,FlowerDance_VPCC_r03_d200,2
13,FlowerDance_VPCC_r04_d200,3
13,CasualSquat_VPCC_r05_d200,2
13,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
13,FlowerDance_GPCC_OCTREE_r05_d200,2
13,CasualSquat_VPCC_raw_d200,4
13,CasualSquat_VPCC_r04_d200,2
13,FlowerDance_GPCC_TRISOUP_r04_d200,4
13,BlueSpin_VPCC_raw_d200,4
14,BlueSpin_GPCC_OCTREE_r04_d200,4
14,FlowerDance_GPCC_OCTREE_r05_d200,5
14,ReadyForWinter_GPCC_TRISOUP_r01_d200,2
14,ReadyForWinter_VPCC_r01_d200,3
14,FlowerDance_GPCC_OCTREE_r04_d200,2
14,ReadyForWinter_GPCC_OCTREE_r05_d200,4
14,FlowerDance_VPCC_r01_d200,2
14,BlueSpin_VPCC_raw_d200,5
14,BlueSpin_VPCC_r01_d200,2
14,CasualSquat_VPCC_r03_d200,4
14,FlowerDance_VPCC_raw_d200,4
14,CasualSquat_GPCC_TRISOUP_r01_d200,1
14,FlowerDance_GPCC_TRISOUP_r03_d200,3
14,BlueSpin_VPCC_r04_d200,3
14,BlueSpin_GPCC_TRISOUP_r02_d200,2
14,CasualSquat_GPCC_OCTREE_r04_d200,3
14,BlueSpin_GPCC_TRISOUP_r01_d200,2
14,ReadyForWinter_GPCC_TRISOUP_r04_d200,3
14,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
14,CasualSquat_GPCC_TRISOUP_r03_d200,4
14,FlowerDance_GPCC_TRISOUP_r04_d200,3
14,ReadyForWinter_GPCC_OCTREE_r03_d200,1
14,BlueSpin_VPCC_r03_d200,3
14,CasualSquat_GPCC_TRISOUP_r04_d200,3
14,FlowerDance_VPCC_r04_d200,3
14,CasualSquat_VPCC_r02_d200,2
14,BlueSpin_GPCC_OCTREE_r05_d200,3
14,BlueSpin_GPCC_OCTREE_r03_d200,1
14,ReadyForWinter_GPCC_TRISOUP_r02_d200,2
14,CasualSquat_VPCC_raw_d200,4
14,CasualSquat_GPCC_OCTREE_r03_d200,1
14,BlueSpin_VPCC_r05_d200,4
14,ReadyForWinter_VPCC_r02_d200,2
14,CasualSquat_VPCC_r05_d200,3
14,CasualSquat_GPCC_TRISOUP_r02_d200,2
14,ReadyForWinter_VPCC_r03_d200,3
14,FlowerDance_GPCC_TRISOUP_r01_d200,2
14,FlowerDance_VPCC_r05_d200,4
14,FlowerDance_VPCC_r02_d200,3
14,CasualSquat_GPCC_OCTREE_r05_d200,4
14,ReadyForWinter_VPCC_r04_d200,3
14,ReadyForWinter_GPCC_OCTREE_r04_d200,2
14,BlueSpin_GPCC_TRISOUP_r04_d200,3
14,CasualSquat_VPCC_r01_d200,1
14,FlowerDance_GPCC_TRISOUP_r02_d200,2
14,ReadyForWinter_VPCC_r05_d200,4
14,CasualSquat_VPCC_r04_d200,3
14,FlowerDance_GPCC_OCTREE_r03_d200,1
14,BlueSpin_GPCC_TRISOUP_r03_d200,3
14,BlueSpin_VPCC_r02_d200,2
14,FlowerDance_VPCC_r03_d200,3
14,ReadyForWinter_VPCC_raw_d200,4
15,CasualSquat_GPCC_OCTREE_r03_d200,1
15,ReadyForWinter_VPCC_raw_d200,5
15,BlueSpin_VPCC_r02_d200,3
15,FlowerDance_VPCC_r04_d200,4
15,CasualSquat_GPCC_TRISOUP_r01_d200,2
15,FlowerDance_GPCC_OCTREE_r05_d200,3
15,CasualSquat_VPCC_r05_d200,4
15,ReadyForWinter_VPCC_r01_d200,1
15,ReadyForWinter_GPCC_TRISOUP_r03_d200,4
15,FlowerDance_VPCC_raw_d200,5
15,BlueSpin_GPCC_TRISOUP_r02_d200,2
15,BlueSpin_VPCC_r03_d200,3
15,ReadyForWinter_VPCC_r03_d200,3
15,BlueSpin_GPCC_OCTREE_r05_d200,3
15,FlowerDance_VPCC_r01_d200,1
15,FlowerDance_GPCC_TRISOUP_r02_d200,2
15,CasualSquat_VPCC_raw_d200,5
15,ReadyForWinter_GPCC_OCTREE_r04_d200,2
15,BlueSpin_VPCC_r05_d200,4
15,CasualSquat_GPCC_TRISOUP_r02_d200,2
15,ReadyForWinter_VPCC_r02_d200,1
15,FlowerDance_GPCC_TRISOUP_r04_d200,4
15,FlowerDance_GPCC_OCTREE_r03_d200,1
15,CasualSquat_VPCC_r04_d200,5
15,CasualSquat_GPCC_OCTREE_r04_d200,4
15,FlowerDance_VPCC_r05_d200,4
15,CasualSquat_VPCC_r02_d200,3
15,FlowerDance_VPCC_r02_d200,2
15,BlueSpin_GPCC_TRISOUP_r04_d200,5
15,FlowerDance_GPCC_TRISOUP_r03_d200,3
15,ReadyForWinter_GPCC_OCTREE_r03_d200,1
15,ReadyForWinter_VPCC_r05_d200,5
15,ReadyForWinter_VPCC_r04_d200,5
15,BlueSpin_VPCC_r01_d200,1
15,ReadyForWinter_GPCC_TRISOUP_r02_d200,3
15,BlueSpin_VPCC_r04_d200,5
15,FlowerDance_GPCC_OCTREE_r04_d200,4
15,ReadyForWinter_GPCC_TRISOUP_r04_d200,5
15,CasualSquat_GPCC_TRISOUP_r03_d200,5
15,CasualSquat_VPCC_r03_d200,3
15,BlueSpin_GPCC_TRISOUP_r01_d200,1
15,BlueSpin_GPCC_OCTREE_r03_d200,4
15,ReadyForWinter_GPCC_OCTREE_r05_d200,5
15,FlowerDance_VPCC_r03_d200,4
15,CasualSquat_VPCC_r01_d200,2
15,CasualSquat_GPCC_TRISOUP_r04_d200,4
15,FlowerDance_GPCC_TRISOUP_r01_d200,1
15,BlueSpin_GPCC_OCTREE_r04_d200,4
15,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
15,BlueSpin_VPCC_raw_d200,5
15,BlueSpin_GPCC_TRISOUP_r03_d200,5
15,CasualSquat_GPCC_OCTREE_r05_d200,5
16,BlueSpin_VPCC_r05_d200,2
16,BlueSpin_VPCC_r01_d200,1
16,CasualSquat_GPCC_TRISOUP_r01_d200,1
16,FlowerDance_GPCC_OCTREE_r03_d200,1
16,BlueSpin_GPCC_TRISOUP_r04_d200,4
16,ReadyForWinter_VPCC_r02_d200,3
16,ReadyForWinter_GPCC_TRISOUP_r04_d200,4
16,ReadyForWinter_GPCC_TRISOUP_r03_d200,4
16,ReadyForWinter_VPCC_r03_d200,4
16,BlueSpin_VPCC_r03_d200,2
16,FlowerDance_GPCC_TRISOUP_r04_d200,5
16,CasualSquat_GPCC_OCTREE_r03_d200,1
16,FlowerDance_GPCC_TRISOUP_r01_d200,1
16,FlowerDance_VPCC_r02_d200,2
16,ReadyForWinter_VPCC_r01_d200,1
16,BlueSpin_GPCC_OCTREE_r03_d200,1
16,FlowerDance_VPCC_r04_d200,3
16,CasualSquat_VPCC_raw_d200,3
16,ReadyForWinter_GPCC_OCTREE_r04_d200,2
16,ReadyForWinter_VPCC_raw_d200,3
16,CasualSquat_GPCC_TRISOUP_r02_d200,1
16,CasualSquat_GPCC_TRISOUP_r03_d200,3
16,CasualSquat_VPCC_r04_d200,4
16,CasualSquat_VPCC_r02_d200,2
16,BlueSpin_GPCC_OCTREE_r05_d200,4
16,ReadyForWinter_GPCC_TRISOUP_r02_d200,3
16,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
16,ReadyForWinter_VPCC_r05_d200,4
16,FlowerDance_GPCC_OCTREE_r05_d200,4
16,BlueSpin_VPCC_r02_d200,2
16,CasualSquat_VPCC_r01_d200,2
16,FlowerDance_GPCC_TRISOUP_r02_d200,2
16,FlowerDance_VPCC_raw_d200,4
16,FlowerDance_VPCC_r05_d200,4
16,CasualSquat_GPCC_OCTREE_r05_d200,4
16,BlueSpin_GPCC_TRISOUP_r02_d200,2
16,ReadyForWinter_GPCC_OCTREE_r05_d200,4
16,ReadyForWinter_VPCC_r04_d200,4
16,BlueSpin_GPCC_OCTREE_r04_d200,2
16,CasualSquat_VPCC_r03_d200,3
16,BlueSpin_GPCC_TRISOUP_r01_d200,2
16,FlowerDance_GPCC_TRISOUP_r03_d200,3
16,FlowerDance_VPCC_r01_d200,1
16,BlueSpin_VPCC_raw_d200,5
16,CasualSquat_GPCC_OCTREE_r04_d200,2
16,BlueSpin_GPCC_TRISOUP_r03_d200,4
16,ReadyForWinter_GPCC_OCTREE_r03_d200,1
16,CasualSquat_GPCC_TRISOUP_r04_d200,3
16,CasualSquat_VPCC_r05_d200,5
16,FlowerDance_GPCC_OCTREE_r04_d200,1
16,BlueSpin_VPCC_r04_d200,1
16,FlowerDance_VPCC_r03_d200,2
17,FlowerDance_VPCC_r05_d200,3
17,ReadyForWinter_GPCC_OCTREE_r04_d200,1
17,FlowerDance_GPCC_TRISOUP_r01_d200,1
17,ReadyForWinter_VPCC_r05_d200,4
17,CasualSquat_GPCC_TRISOUP_r04_d200,4
17,FlowerDance_VPCC_r02_d200,2
17,CasualSquat_GPCC_TRISOUP_r03_d200,3
17,BlueSpin_GPCC_TRISOUP_r03_d200,3
17,FlowerDance_GPCC_OCTREE_r03_d200,1
17,FlowerDance_GPCC_TRISOUP_r02_d200,2
17,ReadyForWinter_GPCC_TRISOUP_r04_d200,3
17,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
17,ReadyForWinter_VPCC_r03_d200,3
17,ReadyForWinter_VPCC_raw_d200,5
17,BlueSpin_GPCC_OCTREE_r04_d200,2
17,ReadyForWinter_GPCC_OCTREE_r05_d200,2
17,BlueSpin_VPCC_r02_d200,2
17,ReadyForWinter_VPCC_r01_d200,1
17,CasualSquat_VPCC_r04_d200,3
17,ReadyForWinter_GPCC_OCTREE_r03_d200,1
17,FlowerDance_VPCC_r01_d200,2
17,CasualSquat_VPCC_r03_d200,3
17,BlueSpin_VPCC_r01_d200,2
17,ReadyForWinter_VPCC_r04_d200,4
17,FlowerDance_VPCC_raw_d200,5
17,CasualSquat_VPCC_r05_d200,4
17,BlueSpin_GPCC_TRISOUP_r02_d200,3
17,FlowerDance_VPCC_r03_d200,3
17,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
17,BlueSpin_GPCC_OCTREE_r05_d200,3
17,BlueSpin_GPCC_TRISOUP_r01_d200,2
17,BlueSpin_VPCC_r05_d200,3
17,FlowerDance_GPCC_TRISOUP_r04_d200,3
17,ReadyForWinter_GPCC_TRISOUP_r02_d200,3
17,BlueSpin_GPCC_TRISOUP_r04_d200,4
17,BlueSpin_VPCC_r03_d200,2
17,FlowerDance_GPCC_TRISOUP_r03_d200,3
17,FlowerDance_VPCC_r04_d200,3
17,BlueSpin_VPCC_r04_d200,3
17,BlueSpin_VPCC_raw_d200,4
17,CasualSquat_GPCC_TRISOUP_r02_d200,4
17,CasualSquat_GPCC_OCTREE_r05_d200,4
17,CasualSquat_VPCC_r02_d200,3
17,CasualSquat_VPCC_raw_d200,4
17,CasualSquat_GPCC_OCTREE_r04_d200,1
17,CasualSquat_GPCC_TRISOUP_r01_d200,1
17,CasualSquat_VPCC_r01_d200,1
17,FlowerDance_GPCC_OCTREE_r05_d200,3
17,BlueSpin_GPCC_OCTREE_r03_d200,1
17,CasualSquat_GPCC_OCTREE_r03_d200,1
17,ReadyForWinter_VPCC_r02_d200,2
17,FlowerDance_GPCC_OCTREE_r04_d200,2
18,BlueSpin_GPCC_OCTREE_r05_d200,4
18,CasualSquat_GPCC_OCTREE_r03_d200,1
18,FlowerDance_GPCC_TRISOUP_r02_d200,5
18,CasualSquat_VPCC_r04_d200,5
18,BlueSpin_GPCC_TRISOUP_r03_d200,4
18,ReadyForWinter_GPCC_TRISOUP_r02_d200,5
18,FlowerDance_GPCC_OCTREE_r03_d200,2
18,CasualSquat_VPCC_r05_d200,5
18,ReadyForWinter_GPCC_TRISOUP_r04_d200,5
18,FlowerDance_GPCC_TRISOUP_r01_d200,4
18,BlueSpin_VPCC_r02_d200,4
18,CasualSquat_GPCC_TRISOUP_r01_d200,3
18,BlueSpin_VPCC_r04_d200,4
18,BlueSpin_VPCC_r03_d200,5
18,BlueSpin_VPCC_raw_d200,5
18,ReadyForWinter_GPCC_OCTREE_r04_d200,3
18,BlueSpin_GPCC_OCTREE_r03_d200,1
18,ReadyForWinter_GPCC_TRISOUP_r03_d200,2
18,CasualSquat_GPCC_OCTREE_r04_d200,3
18,CasualSquat_VPCC_r03_d200,5
18,FlowerDance_VPCC_r02_d200,5
18,CasualSquat_GPCC_TRISOUP_r03_d200,5
18,ReadyForWinter_GPCC_TRISOUP_r01_d200,3
18,CasualSquat_VPCC_raw_d200,5
18,CasualSquat_VPCC_r01_d200,4
18,ReadyForWinter_VPCC_r04_d200,4
18,ReadyForWinter_VPCC_r03_d200,4
18,FlowerDance_VPCC_r05_d200,5
18,ReadyForWinter_VPCC_r02_d200,3
18,BlueSpin_VPCC_r05_d200,4
18,BlueSpin_GPCC_OCTREE_r04_d200,2
18,ReadyForWinter_VPCC_raw_d200,5
18,FlowerDance_VPCC_raw_d200,5
18,FlowerDance_GPCC_OCTREE_r04_d200,1
18,ReadyForWinter_GPCC_OCTREE_r03_d200,1
18,CasualSquat_GPCC_TRISOUP_r02_d200,4
18,CasualSquat_GPCC_TRISOUP_r04_d200,5
18,FlowerDance_VPCC_r03_d200,5
18,CasualSquat_VPCC_r02_d200,5
18,FlowerDance_VPCC_r04_d200,5
18,BlueSpin_GPCC_TRISOUP_r04_d200,5
18,FlowerDance_GPCC_OCTREE_r05_d200,5
18,ReadyForWinter_VPCC_r05_d200,4
18,CasualSquat_GPCC_OCTREE_r05_d200,4
18,ReadyForWinter_GPCC_OCTREE_r05_d200,3
18,BlueSpin_GPCC_TRISOUP_r02_d200,3
18,BlueSpin_VPCC_r01_d200,2
18,FlowerDance_VPCC_r01_d200,3
18,FlowerDance_GPCC_TRISOUP_r04_d200,5
18,FlowerDance_GPCC_TRISOUP_r03_d200,5
18,BlueSpin_GPCC_TRISOUP_r01_d200,2
18,ReadyForWinter_VPCC_r01_d200,2
19,BlueSpin_GPCC_OCTREE_r04_d200,3
19,FlowerDance_VPCC_r01_d200,2
19,ReadyForWinter_GPCC_OCTREE_r03_d200,2
19,ReadyForWinter_VPCC_r03_d200,4
19,FlowerDance_VPCC_r02_d200,3
19,ReadyForWinter_VPCC_r01_d200,3
19,CasualSquat_VPCC_r04_d200,5
19,ReadyForWinter_GPCC_TRISOUP_r02_d200,3
19,FlowerDance_GPCC_OCTREE_r03_d200,1
19,CasualSquat_GPCC_TRISOUP_r04_d200,5
19,FlowerDance_GPCC_OCTREE_r05_d200,5
19,CasualSquat_VPCC_r02_d200,3
19,ReadyForWinter_VPCC_r05_d200,5
19,FlowerDance_VPCC_r04_d200,5
19,CasualSquat_GPCC_TRISOUP_r03_d200,4
19,FlowerDance_GPCC_OCTREE_r04_d200,2
19,CasualSquat_GPCC_TRISOUP_r01_d200,1
19,BlueSpin_GPCC_OCTREE_r03_d200,3
19,ReadyForWinter_VPCC_raw_d200,5
19,FlowerDance_VPCC_r05_d200,4
19,ReadyForWinter_VPCC_r02_d200,2
19,CasualSquat_GPCC_OCTREE_r03_d200,1
19,FlowerDance_GPCC_TRISOUP_r01_d200,1
19,BlueSpin_GPCC_OCTREE_r05_d200,4
19,CasualSquat_VPCC_r05_d200,4
19,CasualSquat_GPCC_OCTREE_r04_d200,2
19,BlueSpin_VPCC_r01_d200,1
19,CasualSquat_VPCC_r01_d200,1
19,BlueSpin_VPCC_r05_d200,4
19,FlowerDance_VPCC_r03_d200,4
19,ReadyForWinter_GPCC_TRISOUP_r03_d200,4
19,ReadyForWinter_VPCC_r04_d200,4
19,ReadyForWinter_GPCC_TRISOUP_r04_d200,4
19,BlueSpin_GPCC_TRISOUP_r04_d200,5
19,BlueSpin_VPCC_r03_d200,3
19,FlowerDance_GPCC_TRISOUP_r03_d200,5
19,BlueSpin_GPCC_TRISOUP_r02_d200,4
19,ReadyForWinter_GPCC_OCTREE_r05_d200,5
19,CasualSquat_GPCC_TRISOUP_r02_d200,2
19,BlueSpin_VPCC_r04_d200,3
19,CasualSquat_GPCC_OCTREE_r05_d200,4
19,CasualSquat_VPCC_r03_d200,2
19,FlowerDance_GPCC_TRISOUP_r02_d200,2
19,FlowerDance_GPCC_TRISOUP_r04_d200,5
19,CasualSquat_VPCC_raw_d200,4
19,BlueSpin_GPCC_TRISOUP_r03_d200,4
19,BlueSpin_VPCC_raw_d200,5
19,BlueSpin_VPCC_r02_d200,2
19,FlowerDance_VPCC_raw_d200,3
19,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
19,BlueSpin_GPCC_TRISOUP_r01_d200,1
19,ReadyForWinter_GPCC_OCTREE_r04_d200,3
20,CasualSquat_GPCC_OCTREE_r03_d200,2
20,BlueSpin_GPCC_TRISOUP_r03_d200,4
20,ReadyForWinter_GPCC_OCTREE_r04_d200,2
20,BlueSpin_GPCC_OCTREE_r04_d200,1
20,CasualSquat_VPCC_r04_d200,4
20,BlueSpin_GPCC_TRISOUP_r02_d200,3
20,CasualSquat_VPCC_r02_d200,3
20,FlowerDance_GPCC_TRISOUP_r03_d200,4
20,ReadyForWinter_VPCC_r02_d200,1
20,ReadyForWinter_VPCC_raw_d200,5
20,FlowerDance_GPCC_OCTREE_r03_d200,1
20,BlueSpin_VPCC_r02_d200,2
20,BlueSpin_VPCC_r03_d200,2
20,FlowerDance_VPCC_r05_d200,4
20,FlowerDance_VPCC_r01_d200,2
20,BlueSpin_VPCC_raw_d200,4
20,FlowerDance_VPCC_r03_d200,2
20,FlowerDance_GPCC_TRISOUP_r04_d200,4
20,CasualSquat_GPCC_OCTREE_r04_d200,1
20,BlueSpin_VPCC_r04_d200,3
20,FlowerDance_GPCC_TRISOUP_r02_d200,2
20,ReadyForWinter_VPCC_r01_d200,1
20,FlowerDance_VPCC_r02_d200,2
20,CasualSquat_VPCC_raw_d200,4
20,ReadyForWinter_VPCC_r05_d200,3
20,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
20,FlowerDance_GPCC_OCTREE_r05_d200,4
20,CasualSquat_GPCC_TRISOUP_r01_d200,1
20,ReadyForWinter_GPCC_TRISOUP_r02_d200,2
20,CasualSquat_GPCC_OCTREE_r05_d200,4
20,BlueSpin_GPCC_TRISOUP_r04_d200,5
20,BlueSpin_GPCC_OCTREE_r05_d200,2
20,BlueSpin_GPCC_OCTREE_r03_d200,1
20,ReadyForWinter_GPCC_OCTREE_r05_d200,3
20,CasualSquat_GPCC_TRISOUP_r02_d200,2
20,BlueSpin_VPCC_r01_d200,1
20,ReadyForWinter_GPCC_TRISOUP_r03_d200,3
20,CasualSquat_GPCC_TRISOUP_r03_d200,3
20,CasualSquat_VPCC_r03_d200,2
20,FlowerDance_VPCC_r04_d200,4
20,ReadyForWinter_VPCC_r04_d200,4
20,ReadyForWinter_GPCC_TRISOUP_r04_d200,4
20,FlowerDance_GPCC_TRISOUP_r01_d200,1
20,FlowerDance_GPCC_OCTREE_r04_d200,2
20,CasualSquat_GPCC_TRISOUP_r04_d200,4
20,CasualSquat_VPCC_r01_d200,1
20,FlowerDance_VPCC_raw_d200,5
20,ReadyForWinter_VPCC_r03_d200,3
20,BlueSpin_VPCC_r05_d200,3
20,BlueSpin_GPCC_TRISOUP_r01_d200,1
20,ReadyForWinter_GPCC_OCTREE_r03_d200,1
20,CasualSquat_VPCC_r05_d200,4
21,BlueSpin_GPCC_OCTREE_r05_d200,4
21,FlowerDance_VPCC_r03_d200,3
21,CasualSquat_GPCC_OCTREE_r03_d200,1
21,CasualSquat_GPCC_OCTREE_r05_d200,2
21,FlowerDance_GPCC_OCTREE_r03_d200,1
21,FlowerDance_GPCC_OCTREE_r05_d200,4
21,BlueSpin_GPCC_OCTREE_r04_d200,2
21,FlowerDance_VPCC_r05_d200,5
21,ReadyForWinter_GPCC_OCTREE_r05_d200,5
21,FlowerDance_GPCC_TRISOUP_r02_d200,4
21,CasualSquat_GPCC_TRISOUP_r02_d200,4
21,BlueSpin_GPCC_TRISOUP_r02_d200,3
21,CasualSquat_VPCC_r01_d200,2
21,ReadyForWinter_GPCC_TRISOUP_r01_d200,1
21,BlueSpin_GPCC_TRISOUP_r01_d200,1
21,FlowerDance_VPCC_raw_d200,5
21,CasualSquat_GPCC_TRISOUP_r04_d200,4
21,ReadyForWinter_VPCC_r02_d200,4
21,FlowerDance_GPCC_TRISOUP_r04_d200,4
21,CasualSquat_VPCC_raw_d200,3
21,BlueSpin_GPCC_TRISOUP_r03_d200,3
21,FlowerDance_GPCC_OCTREE_r04_d200,2
21,CasualSquat_GPCC_OCTREE_r04_d200,2
21,ReadyForWinter_GPCC_OCTREE_r04_d200,1
21,CasualSquat_VPCC_r05_d200,5
21,BlueSpin_VPCC_r05_d200,3
21,CasualSquat_VPCC_r03_d200,3
21,FlowerDance_VPCC_r02_d200,3
21,ReadyForWinter_GPCC_OCTREE_r03_d200,1
21,ReadyForWinter_VPCC_raw_d200,3
21,BlueSpin_VPCC_r01_d200,2
21,CasualSquat_GPCC_TRISOUP_r03_d200,3
21,BlueSpin_VPCC_r02_d200,2
